"Election","Party","environment","constituency","Election.Date","Year.Before.Election","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","election_year","full_elec_date","election","constituency_id","seats","country.region","electorate","con_votes","con_share","lib_votes","lib_share","lab_votes","lab_share","natSW_votes","natSW_share","oth_votes","oth_share","total_votes","turnout","boundary_set","X","Geography_Code","Date","Rural_Urban","Median_Age","All_Residents","All_Qualifications","No_Qualifications","Level_1_Qualifications","Level_2_Qualifications","Apprenticeship","Level_3_Qualifications","Level_4_and_Above","Other_Qualifications","School_Age_16_to_17","School_Age_18_and_Over","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","NS_SeC_All","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Full_Time_Students_NS_SeC","Total_Rural_Population","Urban_City_Town_Population","Urban_Minor_Conurbation_Population","Urban_Major_Conurbation_Population","Total_Urban_Population","Total_Population","Hub_Towns_Population","Rural_Hub_Towns_Population","Rural_Population_Percentage","RUC11CD","RUC11","Classification"
"2015 General Election"," Green Party",23,"hackney south and shoreditch","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000721",2011,"Total",30,118234,95710,18282,8733,10011,972,9309,39690,8713,2334,9433,2608,1012,5805,91935,10555,21772,8561,7258,4241,9340,7523,10926,8059,2867,11759,0,0,0,118234,118234,118234,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Labour Party",0,"hackney south and shoreditch","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000721",2011,"Total",30,118234,95710,18282,8733,10011,972,9309,39690,8713,2334,9433,2608,1012,5805,91935,10555,21772,8561,7258,4241,9340,7523,10926,8059,2867,11759,0,0,0,118234,118234,118234,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," UK Independence Party",0,"hackney south and shoreditch","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000721",2011,"Total",30,118234,95710,18282,8733,10011,972,9309,39690,8713,2334,9433,2608,1012,5805,91935,10555,21772,8561,7258,4241,9340,7523,10926,8059,2867,11759,0,0,0,118234,118234,118234,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2019 General Election"," Conservative Party",1,"hackney south and shoreditch","2019-12-12","2018-12-12",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2019,"2019 General Election","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000721",2011,"Total",30,118234,95710,18282,8733,10011,972,9309,39690,8713,2334,9433,2608,1012,5805,91935,10555,21772,8561,7258,4241,9340,7523,10926,8059,2867,11759,0,0,0,118234,118234,118234,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2019 General Election"," Labour Party",3,"hackney south and shoreditch","2019-12-12","2018-12-12",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2019,"2019 General Election","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000721",2011,"Total",30,118234,95710,18282,8733,10011,972,9309,39690,8713,2334,9433,2608,1012,5805,91935,10555,21772,8561,7258,4241,9340,7523,10926,8059,2867,11759,0,0,0,118234,118234,118234,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",0,"dover","2010-05-06","2009-05-06",10.5166666666667,7.29166666666667,13.65,48.6666666666667,22.325,1013.95,9480,2010,"2010 General Election","2010","E14000670",1,"South East",71833,22174,0.44,7962,0.158,16900,0.335,NA,NA,3349,0.066,50385,0.701,"2010-2017","","E14000670",2011,"Total",43,97620,79759,20308,11958,14155,2893,9717,16478,4250,2281,2133,904,174,1034,70669,4787,14399,9402,7115,6177,12450,8273,3673,2370,1303,4393,25356,72264,0,0,72264,97620,0,25356,25.97,4,"Urban with City and Town","Predominantly Urban"
"2010 General Election"," Conservative Party",2,"dover","2010-05-06","2009-05-06",10.5166666666667,7.29166666666667,13.65,48.6666666666667,22.325,1013.95,9480,2010,"2010 General Election","2010","E14000670",1,"South East",71833,22174,0.44,7962,0.158,16900,0.335,NA,NA,3349,0.066,50385,0.701,"2010-2017","","E14000670",2011,"Total",43,97620,79759,20308,11958,14155,2893,9717,16478,4250,2281,2133,904,174,1034,70669,4787,14399,9402,7115,6177,12450,8273,3673,2370,1303,4393,25356,72264,0,0,72264,97620,0,25356,25.97,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Green Party",15,"dover","2015-05-07","2014-05-07",10.5166666666667,7.29166666666667,13.65,48.6666666666667,22.325,1013.95,9480,2015,"2015 General Election","2015","E14000670",1,"South East",72930,21737,0.433,1572,0.031,15443,0.307,NA,NA,11472,0.228,50224,0.689,"2010-2017","","E14000670",2011,"Total",43,97620,79759,20308,11958,14155,2893,9717,16478,4250,2281,2133,904,174,1034,70669,4787,14399,9402,7115,6177,12450,8273,3673,2370,1303,4393,25356,72264,0,0,72264,97620,0,25356,25.97,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," UK Independence Party",2,"gosport","2015-05-07","2014-05-07",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2015,"2015 General Election","2015","E14000713",1,"South East",73268,26364,0.553,3298,0.069,6926,0.145,NA,NA,11077,0.232,47665,0.651,"2010-2017","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Conservative Party",0,"gosport","2015-05-07","2014-05-07",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2015,"2015 General Election","2015","E14000713",1,"South East",73268,26364,0.553,3298,0.069,6926,0.145,NA,NA,11077,0.232,47665,0.651,"2010-2017","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Labour Party",0,"gosport","2015-05-07","2014-05-07",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2015,"2015 General Election","2015","E14000713",1,"South East",73268,26364,0.553,3298,0.069,6926,0.145,NA,NA,11077,0.232,47665,0.651,"2010-2017","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",0,"gosport","2015-05-07","2014-05-07",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2015,"2015 General Election","2015","E14000713",1,"South East",73268,26364,0.553,3298,0.069,6926,0.145,NA,NA,11077,0.232,47665,0.651,"2010-2017","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2019 General Election"," Conservative Party",1,"gosport","2019-12-12","2018-12-12",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2019,"2019 General Election","2019","E14000713",1,"South East",73541,32226,0.665,5473,0.113,8948,0.185,NA,NA,1806,0.037,48453,0.659,"2010-2019","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2019 General Election"," Conservative Party",0,"gosport","2019-12-12","2018-12-12",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2019,"2019 General Election","2019","E14000713",1,"South East",73541,32226,0.665,5473,0.113,8948,0.185,NA,NA,1806,0.037,48453,0.659,"2010-2019","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2019 General Election"," Conservative Party",2,"gosport","2019-12-12","2018-12-12",11.1,6.77,15.9090909090909,60.3454545454545,15.2166666666667,1015.81111111111,9051.42857142857,2019,"2019 General Election","2019","E14000713",1,"South East",73541,32226,0.665,5473,0.113,8948,0.185,NA,NA,1806,0.037,48453,0.659,"2010-2019","","E14000713",2011,"Total",41,96699,78348,16601,12121,13942,3959,10418,18043,3264,2183,2116,991,191,924,69453,6236,15664,9843,5652,6133,10897,8232,2507,1520,987,4289,526,96173,0,0,96173,96699,0,526,0.54,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Labour Party",0,"halifax","2015-05-07","2014-05-07",10,5.74285714285714,13.0857142857143,NA,15.2571428571429,1012.03333333333,NA,2015,"2015 General Election","2015","E14000723",1,"Yorkshire and The Humber",70462,17078,0.39,1629,0.037,17506,0.4,NA,NA,7540,0.172,43753,0.621,"2010-2017","","E14000723",2011,"Total",38,100865,79700,21577,11519,13132,3900,9684,15746,4142,2366,2904,1172,302,1424,72601,5613,12866,9530,6139,5226,11794,10207,5962,4201,1761,5264,2526,1540,0,96799,98339,100865,0,2526,2.5,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Labour Party",0,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",3,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Labour Party",1,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",0,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",0,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",1,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",2,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," UK Independence Party",0,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Labour Party",3,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",3,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",1,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Green Party",23,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",4,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",2,"dulwich and west norwood","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Labour Party",0,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Liberal Democrats",2,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Green Party",21,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," UK Independence Party",0,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Conservative Party",1,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Liberal Democrats",7,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Green Party",4,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Green Party",1,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Conservative Party",0,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Labour Party",12,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Labour Party",4,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Labour Party",2,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Liberal Democrats",1,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Green Party",14,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Conservative Party",3,"dulwich and west norwood","2015-05-07","2014-05-07",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000673",2011,"Total",33,110542,87246,12360,7655,9137,1041,8383,41527,7143,2201,5675,1898,689,3078,82874,13291,23238,8617,6800,3588,7468,5863,6143,4086,2057,7866,0,0,0,110542,110542,110542,0,0,0,6,"Urban with Major Conurbation","Predominantly Urban"
